,label,humanLabel,text,score
1994,NEUTRAL,0,12万 の コメント から この コメント が 上 に 行く こと は あり ませ ん ,0.8576
1995,POSITIVE,0,最初 ➡ ️ ヒカキン の MV 次 ➡ ️ YOASOBI さん の MV 最 後 ➡ ️ 推し の 子 そして また YOASOBI さん MV こん なに 歌詞 に 意味 が あり 切ない と は 思わず 感動 し ました 😢本 当 の あいして る 言えて 良かった ☺ ️ ,0.9881
1996,POSITIVE,1,可愛い いくら ちゃん ,0.9847
1997,POSITIVE,1,私 は その 曲 が とても 好きです とても 好きです 友達 ,0.9894
1998,POSITIVE,1,0 : 54 ここ から めっちゃ すき ,0.994
1999,POSITIVE,1,何 回 も 見て しまう ‥ アイちゃん が 古い テレビ に 映って 過去 の 事 に なって いる の も なんだか 泣け ます 最後 うさぎ ちゃん を 脱ぎ 捨てて 本当の 自分 に なって いる 表現 も 良い 曲 も PV も 細かい 所 まで 作り 込ま れて て こんな 上がり 下がり の 激しい 歌 を 歌えて しまう ikura さん も 本当に 凄い まさに 神曲 👏中 毒性 が あり ます ,0.943
2000,NEUTRAL,0,そろそろ 一 位 ヤバい から スクショ 取って おこう ね ,0.5686
2001,NEUTRAL,0,立浪 から ,0.9276
2002,NEUTRAL,1,No .1 だ ,0.8174
2003,NEUTRAL,-1,洒落 臭 ,0.8316
2004,NEUTRAL,0,運動 会 に アイドル に 合わせて 花笠 音頭 踊り ます 🎉 ,0.5314
2005,NEUTRAL,0,現在 3億2100万 回 再生 ,0.5796
2006,POSITIVE,1,素晴らしい 曲 歌 🎉 3億 回 再生 も 凄い … ,0.9858
2007,NEUTRAL,0,生身 の ボカロ の 声 みたい ,0.8877
2008,POSITIVE,1,私 は この 傑作 を 最初に 見た 人 の 一 人 である こと を 示す ため に ここ に い ます わずか 5 か月 で 3億 回 以上 の 再生 回数 を 記録 した と は 信じ られ ませ ん ❤ ❤ 🎉 ,0.8483
2009,POSITIVE,1,神曲 No .1 ,0.646
2010,POSITIVE,0,この 傑作 が 好き なら この コメント も 気に入る はずで す ❤ ,0.973
2011,POSITIVE,1,この 曲 飽き なくて 待ち合わせ の 時 も これ しか 聞いて ない 😊 ,0.6811
2012,NEUTRAL,0,再生 回数 が 地球 人口 越える か な ,0.8878
2013,NEUTRAL,0,勢い が 止まら ない ,0.5235
2014,POSITIVE,1,ようやく アニメ の 1 話 を 見 まして 今 まで なんとなく 聞いて た けど 改めて しっかり mv と 歌詞 見て みる と アニメ と リンク して て すごい って 今更 ながら 感動 して る ようやく テレビ を 見て る 男女 の 謎 が 解けた 😂ず っと 謎 だった んだ よ ね 😌 ,0.8859
2015,POSITIVE,1,さす が YOASOBI さん すごい いい 歌 です ね ❤ 🎉 ,0.9905
2016,POSITIVE,1,めっちゃ ファン です ,0.7728
2017,NEUTRAL,0,アイドル 知ら ない 人 アイドル どんな 曲 厨二 病 の 自分 あぁ わずか 5 ヶ月 で Lemon の 40 % の 再生 数 … 3億 再生 を 超えた 化け物 さって 言う 妄想 を して る デュフフ ,0.8107
2018,POSITIVE,1,変な ラップ 以外 いい 感じ ,0.9262
2019,NEGATIVE,0,あかん HIKAKIN の 顔 しか 出て 来 ん く なった 🥸 ,0.9263
2020,POSITIVE,1,可愛い ,0.9908
2021,POSITIVE,1,天才 ,0.8312
2022,POSITIVE,1,え 5 ヶ月 で 3億 や ばい 😅す ご すぎる ,0.9489
2023,POSITIVE,0,日本 の 歴史 に アイドル の 名 を 刻もう ,0.5001
2024,NEGATIVE,-1,見え そうで 見え ない の やめて 欲しい ,0.9905
2025,POSITIVE,1,今 でも 人気 1 位 の ミュージック ビデオ は やばい なう ( 2023 / 09 / 22 ) ,0.8887
2026,NEUTRAL,0,無敵の 笑顔 で 荒らす メディア ,0.7553
2027,POSITIVE,0,元 岸田 アイコン です 飽きた ので ピカチュウ に し ました コメント 1000 件 達成 です 2000 目指し やす よろしく 👍 ,0.9771
2028,NEUTRAL,0,歌 から 知って 今日 初めて 本 編 見た けど 歌詞 は 1 話 が 詰め 込ま れて た んだ な ,0.9157
2029,NEUTRAL,1,全然 飽き ない もう 5 ヶ月 経った の か … 推し の 子 2 期待 って ます ,0.6765
2030,NEUTRAL,-1,YOASOBI は ビッチ っぽい ,0.7417
2031,POSITIVE,1,たった の 5 ヶ月 で 三億 再生 は マジで 怪物 だ わ ,0.5583
2032,POSITIVE,0,SPECIALZ 唱 勇者 ええ 曲 達 が 出て きた なだ が … それ でも 最強 は アイドル だ ,0.5982
2033,NEGATIVE,0,気づいたら 130 回 も コメント して いた それ でも まだ 語り 足り ない ,0.9918
2034,NEUTRAL,0,昨日 3 . 2億 越えた と 思ったら もう 100万 再生 超えて る の ねー は や ! ,0.8232
2035,NEGATIVE,0,あぁ …… たった 20 回数 しか 聴いて ない わ 😅時 間 を 置いて だ から 再生 数 カウント は さ れて いる まだ 10 回 位 聴ける かな 😮😮 😮 ,0.686
2036,NEGATIVE,1,視聴 数 も コメント 数 も えぐ い ,0.9855
2037,NEGATIVE,0,サビ 行く まで めっちゃ む ず ない ,0.9766
2038,POSITIVE,1,5 ヶ月 経って も ずっと 人気 1 位 を キープ し 続けて る と か すご すぎる ,0.9364
2039,NEUTRAL,0,アイ = 星野 アイアイ = 愛 アイ = Eye = 目 の 星 ,0.7358
2040,POSITIVE,1,最後に アクア と ルビー が 2 人 で 向かい合って いる 所 で それぞれ の 目 の 中 の 星 が 見える ように 並んで いる 所 も 好きです 😍❤ ,0.9841
2041,NEUTRAL,0,アイドル が 世界 の 人 の 時間 を 合計 72000000000 秒 ( 2283 年 分 ) 奪 って いる すげー ことだ ,0.4806
2042,POSITIVE,1,もう いろんな 神曲 が 誕生 して る 中 で それ を 異 次元 の 速度 で 貫き トップ に なる 神曲 を 作った Ayase さん ほんと 天才 語彙 力 LV .0 ,0.8852
2043,POSITIVE,1,3億 おめでとう ,0.9593
2044,NEGATIVE,0,なかなか 勢い 落ち ない な いつ に なったら 人気 が 冷める のだろう ,0.9551
2045,POSITIVE,0,廻 廻 奇譚 325249839 アイドル 320837725 あと 500万 ぐらい で アニメ OPED だけ なら 一 位 に なれ ます ね ,0.9106
2046,NEGATIVE,-1,大嫌い 😡⚡ ,0.9937
2047,NEUTRAL,1,天才 的な YOASOBI 様 ✨ ✨ ,0.5849
2048,POSITIVE,1,聴いて も 聴いて も 飽き ない 一生 味 が する ガム みたいな 曲 ,0.9008
2049,POSITIVE,1,まだ 人気 一 位 なんか すげぇ な ,0.4792
2050,POSITIVE,1,3 . 2億 おめでとう 怪物 勢 から アイドル 勢 に なった ,0.5597
2051,POSITIVE,0,四億 回 再生 いき たい ので みんな で 協力 し ましょう ( す ぐい きそう ) ,0.9269
2052,NEGATIVE,0,ワタシ ・ ミートボール が 出産 うーん ジャンプアイドルトシンデ ・ コト ・ コトパク ・ ヤント ・ コンピュータ が ブーデ ・ クララ を 没収 😂 ,0.5682
2053,NEUTRAL,0,立浪 から 来 ました ,0.9597
2054,POSITIVE,1,AGT の アバンギャルディ が この 曲 使って 決勝 進出 し ました ね この こと で この 曲 を 知り ました こんなに 再生 さ れて る 曲 と は 知り ませ ん でした すごい 人気 な んです ね 英語 バージョン 元 ある ようです が アメリカ でも かなり 人気 でしょう か 詳しい 方 教えて ください どうぞ 宜しく お 願い し ます ,0.736
2055,POSITIVE,1,この 歌 は 本当に 凄い 何 が 凄い か って 言わ なくて も わかる よ ね 皆 ,0.9463
2056,POSITIVE,0,高 評価 362万 ,0.7223
2057,POSITIVE,1,私 は この 歌 が 大好きです ,0.9899
2058,POSITIVE,0,緊急 速報 ‼ ️ アイドル 米津 玄師 の Loser の 再生 回数 を 超える ‼ ️ アイドル 米津 玄師 の Loser の 再生 回数 を 超える ‼ ️ ,0.7811
2059,POSITIVE,1,ピアノ で 弾いて みたら サビ 前 まで は ほぼ 黒 鍵盤 な のに サビ に なった 瞬間 白 鍵盤 だらけ で なんか 感動 した 完璧 の アイドル は 従順で 白くて 明るい けど 実際 は いろいろ 抱えて る みたいな 感じ ( 伝 われ ) ,0.7923
2060,POSITIVE,0,ついに 米津 玄師 の 4 強 の 一角 Loser の 再生 数 を 超える ,0.5486
2061,NEUTRAL,0,人間 の 外面 の 明る さ 人間 の 内面 の 腹黒 さ まさに 人間 の 表裏 一体 この 作品 の 核心 を 謳う 歌 ❤ ,0.6089
2062,NEGATIVE,0,この 女 が 主人公 と 思ったら 1 話 で 死ぬ の ウケる ,0.6948
2063,NEGATIVE,0,ああ やっと 言えた これ は 絶対 嘘 じゃ ない 愛して る って とこ 無理 直視 出来 ない 毎回 泣く アニメ 見て から 見 れ なく なった ,0.8211
2064,POSITIVE,1,3 . 2億 おめでとう ございます 🎉👏 ,0.9085
2065,NEUTRAL,0,ルビー ,0.7773
2066,POSITIVE,1,2 期 が 始まったら また 再生 数 どんどん 伸び そう 歌 最高 👍 アニメ も 最高 ,0.99
2067,POSITIVE,1,祝 3億 回 再生 ,0.6254
2068,POSITIVE,1,推し の 子 を 好きに さ せて くれた YOASOBI さん に は 本当に 感謝 して いる ,0.9845
2069,NEUTRAL,0,久 に きたら コメント 16 分 前 で 草 ,0.892
2070,NEUTRAL,1,5 ヶ月 で 3億 は やばい 😱 ,0.3823
2071,POSITIVE,1,神曲 最 高 ‼ ︎ ,0.993
2072,POSITIVE,1,3億2000万 再生 おめでとう ございます ,0.9652
2073,POSITIVE,1,3 . 2億 回 再生 もう こんなに 伸びて いる と は やっぱ 凄い ,0.9414
2074,POSITIVE,1,アクアルビ かわいい カッコい ,0.9909
2075,NEUTRAL,1,あい ちゃん だいすきだ よ いつまで ふ ゃん だ よ ,0.5513
2076,POSITIVE,1,かわいい ,0.9801
2077,POSITIVE,1,RAB の チャンネル から 改めて 聴き に き ました 歌 も コール も 最高っす ,0.9938
2078,POSITIVE,1,0 : 56 私 が 今 まで 見た 中 で 最高の 曲 は この 曲 が 大好きです インド の 推し の 子 は 最高です ❤ ️ ❤ ️ ❤ ️ 💖💖 😊😊 😊✨ ✨ ✨ ✨ ,0.9812
2079,POSITIVE,1,落ち 込んで いる とき に この 曲 を 聞いたら 今 は とても とても 幸せです すごい です 大好きです ❤ ,0.9819
2080,NEUTRAL,0,0 : 55 ここ で めっちゃ 声質 変わら ん ,0.7083
2081,NEUTRAL,0,色んな 曲 を 英語 訳 版 で よく 聞く けど アイドル に 関して は 日本 語 で 聴く の が 1 番 しっくり くる ,0.8466
2082,POSITIVE,1,また アイドル 様 の 虜 に さ れ に き ました 🐰 ,0.657
2083,POSITIVE,1,なんて 美しくて 素晴らしい 曲 な んだろう ,0.9602
2084,POSITIVE,1,すごい わ YAOSOBI ,0.6638
2085,POSITIVE,1,娘 が 大好きで 何度 も 繰り返し YOUTUBE で 聴いて いて すっかり 覚え ました 😅 ,0.9799
2086,POSITIVE,1,遅ればせ ながら 最近 ハマって 毎日 聞いて 車 で 歌って ます ☺ ️ 笑 ,0.9589
2087,POSITIVE,1,寝起き ヤシ の 木 より も 大好き ♥ ️ ,0.9897
2088,NEUTRAL,1,これ 当時 アニメ の 流行り で 伸びる 一時的な 者 だ と 踏んで 1億 は 確定 2億 も おそらく 行く まぁ 3億 は ギリ 届か ない って 所 か と 踏んだ が まさか ここ まで 行く と は 思わ なかった 曲 に ストーリー 性 が ある おかげ で ここ な んだ っけ って 言う の が 多く なる の も 繰り返し 聞か れ やすく なる んだろう な 最終 的に 4億 まで は 行く か な 5億 は 届か ない と 予想 ,0.8278
2089,NEGATIVE,-1,パワハラ 主義 の 監督 様 ,0.6712
2090,NEUTRAL,0,ひき肉 って 言い ながら 歌って た ちょんまげ 小僧 だ から ね 😂 ,0.7771
2091,NEGATIVE,0,コメント の 沼 の 底 に また 来 ました 12万 コメント に 沈み ます ,0.7839
2092,NEUTRAL,0,夢 で 終わら せ ない を 調べたら 出て きた の なぁぜ なぁぜ ,0.7919
2093,POSITIVE,1,C メロ めちゃ 好き ,0.9924
2094,POSITIVE,1,3 . 2億 再生 お めで とう 🎉🎉 🎉🎉 🎉 ,0.956
2095,POSITIVE,1,アイドル って かっこいい よ なぁ ,0.9881
2096,NEUTRAL,1,3 . 2億 回 再生 🎉🎉 🎉 ,0.8171
2097,NEUTRAL,-1,所詮 国 内外 で で ちょっと 流行った アニソン な ん よ ,0.8716
2098,NEUTRAL,1,3 . 2億 再生 🎉 ,0.7071
2099,POSITIVE,0,夜 に 駆ける だろ ‼ ️ ,0.589
2100,NEUTRAL,1,3 . 2億 🎉 ,0.6773
2101,POSITIVE,0,"年 内 に 4億 いける か 問題 再生 回数 を 月 単位 で 見たら 前月 比 10 以上 は 低下 して る から この 先年 末 まで に "" 希望 的 観測 "" で 毎月 10 で 踏ん張った と する 9 月 3000万10 月 2700万11 月 2430万12 月 2187万 で 合計 1億0317万9 月 1 日 に 3億 越え だった から 本当に 順調に 行って 年 内 ギリギリ 滑り 込み 4億 って 予想 年 末 まで に 何 か 起こって くれ ",0.9002
2102,NEUTRAL,0,今 も 見て る 人 ,0.8333
2103,POSITIVE,0,320 millions ! サンッハイッ !( ノ ^ ▽ ^ ) ノジークジオン w ( ﾟ 0 ﾟ *) w オォー w ( ﾟ ⊿ ﾟ ; ) w オォー w ( ﾟ ロ ﾟ ; ) w 凄い 次 は 330 millions です ね ,0.9778
2104,POSITIVE,1,3 . 2億 お めで とう 🎉 ,0.936
2105,NEUTRAL,1,人気 ある ね ,0.7296
2106,NEUTRAL,1,これ こそ が 令和 の 怪物 ,0.7171
2107,NEUTRAL,0,はい ❤ ,0.9165
2108,NEUTRAL,1,未だに 止まら ない の は すごい な 単独 の 動画 なら 再生 数 年 内 に イカゲーム 超 えれる か ,0.6294
2109,NEUTRAL,0,拡散 希望 ,0.6668
2110,NEUTRAL,0,推し の 子 ,0.7597
2111,NEUTRAL,1,3 . 2億 回 突破 ❤ 🎉… 次 3 . 3億 回 😊 ,0.4653
2112,POSITIVE,0,呪術 の 誇る 廻 廻 奇譚 と 同じ 土俵 に たった 5 ヶ月 で 立ち ました 😮 ,0.8317
2113,POSITIVE,0,今年 中 に は 4億 行け そう ,0.9792
2114,POSITIVE,0,次 は 3億3000万 回 再生 だ ,0.8018
2115,NEUTRAL,0,"320 , 005 , 000 です って よ ",0.9227
2116,POSITIVE,1,おめでとう 🎉 3億2000万 回 再生 突破 ,0.9892
2117,POSITIVE,1,3億2千万 再生 おめでとう ございます えま だ 3億1900万 知り ませ ん 祝う だけ です ,0.9099
2118,NEUTRAL,0,あと 2500 回 目 ,0.759
2119,NEUTRAL,0,なんか 毎日 見 に 来ちゃ う んだ よ なぁ ,0.5341
2120,POSITIVE,1,歌 が 人気 で アニメ の 方 に 行った 人 も いる だろう けど やっぱ 歌 が ある から アニメ が ある アニメ が ある から 歌 が ある ,0.8661
2121,NEGATIVE,0,もう すぐ だぁ ,0.9777
2122,POSITIVE,0,大阪 発 の アバンギャルディ が アメリカ で この 曲 の 認知 度 を 広めて くれた ようです まだまだ 再生 回数 が 伸びる でしょう ,0.9029
2123,NEUTRAL,0,ハイハイ あの 子 は 特別 デス の とこ アイ さん に 血 が ついて る 😢 ,0.5649
2124,POSITIVE,0,5億 目指して もらい たい です ね いける 気 が する 人 ー 🙋‍ ♀ ️ ,0.9626
2125,POSITIVE,1,愛して る ,0.9593
2126,NEUTRAL,0,この 作詞 の 意味 … 若い ギャル ならば 食べた 昼食 燥いで る 内 に 忘れて る … 日常 で は 只 の 女 の コ ・ 実は ステージ i - dle … 日常 の 女 の コ 友達 は 信じ られ ない から ウソ と 笑う 3 : 35 ,0.5112
2127,POSITIVE,1,神曲 最 高 ‼ ︎ ,0.993
2128,POSITIVE,1,作品 に は ハマれ なかった けれど この 曲 好き すぎる ❤ ️ ,0.987
2129,POSITIVE,0,完璧で キュ きょく の アイドル の とこ アイ と ルビー みたい ,0.864
2130,POSITIVE,1,こいつ ら マジ 天才 よ ね ,0.8909
2131,POSITIVE,1,この 歌 は いつ に なって も 愛さ れる 曲 に なり そう 🎉 YOASOBI 様 様 ,0.9233
2132,NEUTRAL,0,メディア 2 : 05 ,0.912
2133,NEUTRAL,1,あと 2万 再生 だ 🎉🎉 🎉 3 . 2億 再生 数 ー ,0.6627
2134,NEUTRAL,0,もう 3 . 2億 が 目の前 で す ( 白 目 ) ,0.9022
2135,POSITIVE,1,半年 経た ず して 3億 回 再生 って えぐ すぎ ない か w ,0.8595
2136,POSITIVE,1,RAB の 掛け声 いい 味 出して る 👏 ,0.9803
2137,POSITIVE,1,これ は 絶対 嘘 じゃ ない 愛して る の 部分 だけ は アイドル で は なく ただ の 母親 から 子ども 達 に 贈る 愛 の 歌 な の が 好き ,0.9851
2138,POSITIVE,1,YOASOBI さん この 楽曲 と 動画 最高です これ 以上 の 楽曲 が 生まれる んだろう か と 思っちゃ って い ます が … YOASOBI さん の これ から の 事 も 期待 し つつ 応援 さ せて 頂き ます ,0.9696
2139,POSITIVE,1,神曲 最 高 ‼ ︎ ,0.993
2140,NEGATIVE,0,やっと いえた は いつも ウルウル して しまう なぁ ,0.6586
2141,NEUTRAL,0,今更 アイドル 見て る 人 いる ,0.8999
